0.93878,-0.43228,-0.76215,-0.6409,-0.43228,-0.12709,-0.16367,-0.075621,-0.76215,-0.16367,-0.022202,0.07974,-0.6409,-0.075621,0.07974,0.13035
0.020243,0.076889,-0.92251,-0.90715,0.076889,0.21028,-0.9862,-0.90419,-0.92251,-0.9862,0.072797,0.059954,-0.90715,-0.90419,0.059954,0.119
0.79717,-0.30954,-0.7097,-0.6785,-0.30954,-0.10541,-0.13146,-0.12194,-0.7097,-0.13146,0.085599,0.090854,-0.6785,-0.12194,0.090854,0.145
0.56916,0.42049,-0.86251,-0.98727,0.42049,0.64228,-0.73462,-0.87906,-0.86251,-0.73462,-0.30138,-0.23496,-0.98727,-0.87906,-0.23496,-0.055195
0.24042,0.28478,-0.015738,-0.20535,0.28478,0.28478,-0.017594,-0.31671,-0.015738,-0.017594,0.21623,-0.017594,-0.20535,-0.31671,-0.017594,0.1165
-0.31134,-0.50929,-0.31537,-0.51692,-0.50929,-0.58514,-0.44118,-0.6811,-0.31537,-0.44118,-0.22021,-0.53244,-0.51692,-0.6811,-0.53244,-0.68951
0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,-0.72446,-0.72446,-0.72446,0.4306
0.1277,0.07094,-0.015662,-0.084508,0.07094,0.28466,-0.046006,-0.22685,-0.015662,-0.046006,-0.0042535,0.018785,-0.084508,-0.22685,0.018785,0.22655
1.0627,-0.84458,-0.96966,-0.96966,-0.84458,-0.11108,-0.012815,-0.012815,-0.96966,-0.012815,0.1282,0.1282,-0.96966,-0.012815,0.1282,0.1282
0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,-0.72446,-0.72446,-0.72446,0.4306
0.52972,-0.016359,0.2275,-0.58939,-0.016359,0.20795,-0.28159,-0.29575,0.2275,-0.28159,0.14733,-0.25231,-0.58939,-0.29575,-0.25231,0.33807
1.3394,-0.78598,-1.1061,-1.1061,-0.78598,-0.19664,-0.068189,-0.068189,-1.1061,-0.068189,0.17493,0.17493,-1.1061,-0.068189,0.17493,0.17493
0.72968,0.027213,-0.075968,-0.051102,0.027213,0.93468,0.49268,-0.57389,-0.075968,0.49268,0.036686,-0.44168,-0.051102,-0.57389,-0.44168,0.07373
1.2038,-0.55006,-0.84697,-0.86389,-0.55006,-0.14056,-0.078093,-0.089646,-0.84697,-0.078093,0.11679,0.10426,-0.86389,-0.089646,0.10426,0.089092
2.5131,-0.85433,-1.2438,-1.1665,-0.85433,0.029462,-0.19242,-0.17458,-1.2438,-0.19242,0.11261,0.026107,-1.1665,-0.17458,0.026107,0.19587
1.3394,-0.78598,-1.1061,-1.1061,-0.78598,-0.19664,-0.068189,-0.068189,-1.1061,-0.068189,0.17493,0.17493,-1.1061,-0.068189,0.17493,0.17493
1.1569,-0.72598,-0.91402,-0.86405,-0.72598,-0.024647,-0.016904,0.03587,-0.91402,-0.016904,0.029623,0.08211,-0.86405,0.03587,0.08211,0.13241
0.12456,-0.01706,0.36499,-0.3487,-0.01706,-0.0025182,-0.0075825,-0.021013,0.36499,-0.0075825,0.80106,-0.59568,-0.3487,-0.021013,-0.59568,0.26968
1.1673,-0.40038,-0.68549,-0.69733,-0.40038,-0.089245,-0.068416,-0.094802,-0.68549,-0.068416,0.082785,0.042889,-0.69733,-0.094802,0.042889,0.01954
-0.01157,-0.2462,-0.28896,-1.1598,-0.2462,-0.25856,-0.48632,-1.2742,-0.28896,-0.48632,-0.32936,-1.1514,-1.1598,-1.2742,-1.1514,-0.070023
0.33887,0.13924,-0.75199,-0.75612,0.13924,0.040657,-0.66649,-0.72145,-0.75199,-0.66649,0.082063,-0.074138,-0.75612,-0.72145,-0.074138,0.0084753
0.29366,-0.22081,-0.6513,-0.64561,-0.22081,-0.27922,-0.33428,-0.33635,-0.6513,-0.33428,0.15878,0.14932,-0.64561,-0.33635,0.14932,0.16853
1.1897,-0.18248,-0.70119,-0.69258,-0.18248,-0.1825,-0.29385,-0.25489,-0.70119,-0.29385,0.079135,0.076319,-0.69258,-0.25489,0.076319,0.091285
0.48185,-0.53571,-0.25204,0.15802,-0.53571,1.0883,0.0021013,-0.38098,-0.25204,0.0021013,0.19201,0.026765,0.15802,-0.38098,0.026765,0.058094
1.0627,-0.84458,-0.96966,-0.96966,-0.84458,-0.11108,-0.012815,-0.012815,-0.96966,-0.012815,0.1282,0.1282,-0.96966,-0.012815,0.1282,0.1282
1.1363,0.60031,0.34618,-0.29385,0.60031,0.10618,-0.059346,-0.54063,0.34618,-0.059346,-0.40852,-0.65641,-0.29385,-0.54063,-0.65641,-0.56281
-0.094656,-0.56154,-0.80141,-0.78067,-0.56154,-0.36914,-0.3127,-0.32084,-0.80141,-0.3127,0.21988,0.21466,-0.78067,-0.32084,0.21466,0.27357
0.053271,0.085034,-0.92869,-0.91482,0.085034,0.20052,-0.97181,-0.90576,-0.92869,-0.97181,0.059004,0.043158,-0.91482,-0.90576,0.043158,0.13489
0.1277,0.07094,-0.015662,-0.084508,0.07094,0.28466,-0.046006,-0.22685,-0.015662,-0.046006,-0.0042535,0.018785,-0.084508,-0.22685,0.018785,0.22655
0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,0.95933,0.95933,0.95933,-0.72446,-0.72446,-0.72446,-0.72446,0.4306
0.43793,-0.097331,-0.80424,-0.7918,-0.097331,-0.15645,-0.47359,-0.46605,-0.80424,-0.47359,-0.00022745,0.040049,-0.7918,-0.46605,0.040049,0.10743
-0.18736,-0.27048,-0.81272,-1.2044,-0.27048,-0.30359,-0.88513,-1.2151,-0.81272,-0.88513,-0.63522,-0.70473,-1.2044,-1.2151,-0.70473,-0.18814
0.13147,0.23742,0.011976,-0.26078,0.23742,0.46439,0.31229,-0.55896,0.011976,0.31229,0.20551,-0.30802,-0.26078,-0.55896,-0.30802,0.13918
0.13353,-0.042412,-0.10121,0.23593,-0.042412,-0.018513,-0.033042,-0.018513,-0.10121,-0.033042,0.28122,-0.22405,0.23593,-0.018513,-0.22405,0.26657
0.018657,0.00045187,-0.010148,-0.0056996,0.00045187,-0.0005591,0.00029113,-0.00052431,-0.010148,0.00029113,0.018456,-0.00043447,-0.0056996,-0.00052431,-0.00043447,0.0045189
